,message,label,category
87,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://bit.ly/u0mhq7l,스미싱,범칙금
88,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://url.kr/wiqaat9,스미싱,기타
89,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://me2.do/4ra2w8,스미싱,건강보험
90,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://me2.do/bux04ikpr7,스미싱,택배
91,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://ddns.net/ruo8gcbc,스미싱,건강보험
92,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://tinyurl.com/cbwvet,스미싱,기타
93,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://orl.kr/kt2m8tw,스미싱,택배
94,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://me2.do/x73s6mo5,스미싱,명절
95,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://url.kr/17apm,스미싱,명절
96,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://ddns.net/xh7kofwx,스미싱,경조사
97,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://ddns.net/4h2xhtz,스미싱,경조사
98,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://short.kr/60oakn60,스미싱,택배
99,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://url.kr/k3ukujg8,스미싱,택배
100,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://short.kr/aoiw1,스미싱,명절
101,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://url.kr/coydswuuj,스미싱,건강보험
102,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://me2.do/93gh296vm,스미싱,범칙금
103,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://short.kr/s4psnqzng,스미싱,범칙금
104,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://naver.me/tt2k62atf,스미싱,건강보험
105,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://ddns.net/jpk90uw5,스미싱,명절
106,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://tinyurl.com/5bf2k10cu,스미싱,명절
107,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://bit.ly/5b2gac,스미싱,명절
108,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://tinyurl.com/ix7jjnvb,스미싱,명절
109,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://tinyurl.com/xf5u46puh,스미싱,경조사
110,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://url.kr/k6c3dw,스미싱,건강보험
111,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://t.ly/z1hsvctq0,스미싱,기타
112,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://ddns.net/oycs15cc,스미싱,범칙금
113,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://url.kr/rkekm,스미싱,기타
114,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://short.kr/dx7fiaq,스미싱,범칙금
115,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://bit.ly/o8y93hpm,스미싱,명절
116,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://t.ly/gbfezcvc,스미싱,기타
117,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://url.kr/h1umt,스미싱,범칙금
118,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://short.kr/fghzekuxe,스미싱,범칙금
119,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://bit.ly/pvl04hbj9k,스미싱,경조사
120,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://short.kr/ja9texz,스미싱,범칙금
121,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://me2.do/jotew1cmr,스미싱,기타
122,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://ddns.net/4883k1p28,스미싱,경조사
123,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://naver.me/5mnvp0m4vi,스미싱,건강보험
124,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://me2.do/ryriau,스미싱,명절
125,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://t.ly/3mibwp,스미싱,범칙금
126,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://url.kr/b77mwvmbi5,스미싱,건강보험
127,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://t.ly/dnzonwwxzm,스미싱,경조사
128,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://short.kr/63t1m,스미싱,택배
129,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://tinyurl.com/guexwer,스미싱,택배
130,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://url.kr/4eb6yays7,스미싱,범칙금
131,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://ddns.net/0vviuy,스미싱,경조사
132,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://orl.kr/po1yx,스미싱,택배
133,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://orl.kr/em3d4kgisq,스미싱,기타
134,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://me2.do/8vdhsw6t9,스미싱,경조사
135,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://me2.do/yykm7t0,스미싱,범칙금
136,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://naver.me/kw1gx6ovu,스미싱,경조사
137,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://me2.do/f5mshp9jc,스미싱,택배
138,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://ddns.net/nzuo6imz1,스미싱,범칙금
139,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://bit.ly/l75f3,스미싱,명절
140,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://short.kr/rit38v2,스미싱,기타
141,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://bit.ly/v5ev9fm,스미싱,기타
142,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://ddns.net/6uturc1fa,스미싱,기타
143,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://url.kr/svcp21qv6,스미싱,택배
144,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://ddns.net/5mt91heov,스미싱,기타
145,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://ddns.net/gry1axh,스미싱,기타
146,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://short.kr/l3e4fy,스미싱,경조사
147,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://orl.kr/cgjkmwm41,스미싱,범칙금
148,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://t.ly/njtu8avoiy,스미싱,건강보험
149,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://ddns.net/4dfcy55na,스미싱,범칙금
150,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://url.kr/29kqu,스미싱,경조사
151,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://naver.me/s6c7j1x,스미싱,기타
152,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://short.kr/o7jn66s,스미싱,택배
153,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://url.kr/ahxl5ccyw,스미싱,범칙금
154,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://naver.me/gkocf,스미싱,건강보험
155,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://naver.me/7tb09rxq,스미싱,기타
156,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://t.ly/m6ybtimuok,스미싱,경조사
157,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://orl.kr/pkcl43zjlz,스미싱,기타
158,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://naver.me/yz0lmar,스미싱,명절
159,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://bit.ly/pgmu4ao,스미싱,건강보험
160,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://tinyurl.com/y4no08pio,스미싱,명절
161,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://naver.me/srzpbun7i,스미싱,건강보험
162,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://tinyurl.com/unxk8wc,스미싱,택배
163,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://tinyurl.com/dhzuuaen,스미싱,건강보험
164,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://url.kr/980qwgl,스미싱,택배
165,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://short.kr/ulrel,스미싱,건강보험
166,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://naver.me/w17ckl96,스미싱,기타
167,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://t.ly/sdj59f9y8,스미싱,택배
168,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://bit.ly/dposuh,스미싱,택배
169,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://t.ly/xkzish67g,스미싱,기타
170,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://orl.kr/lw98kh,스미싱,명절
171,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://orl.kr/wdx3k3,스미싱,범칙금
172,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://t.ly/gbgrwom,스미싱,범칙금
173,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://bit.ly/w1l6zb7u,스미싱,택배
174,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://ddns.net/881m42l08y,스미싱,범칙금
175,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://naver.me/266bd714yd,스미싱,경조사
176,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://url.kr/g3s8co0qbp,스미싱,경조사
177,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://bit.ly/lvb2nodtsa,스미싱,범칙금
178,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://t.ly/6xadf,스미싱,건강보험
179,[Web발신] 고객님 휴대폰 요금 미납 내역 발생. 확인 요망 http://tinyurl.com/fkg2pdsh,스미싱,기타
180,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://short.kr/azvex9,스미싱,기타
181,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://tinyurl.com/jpumu,스미싱,건강보험
182,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://naver.me/0fp9ntdc,스미싱,명절
183,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://ddns.net/t659lgp91,스미싱,건강보험
184,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://t.ly/np9sah27,스미싱,범칙금
185,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://ddns.net/f9ccr,스미싱,택배
186,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://url.kr/e1xw2w0,스미싱,명절
187,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://ddns.net/0x235j,스미싱,기타
188,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://short.kr/uk41og2g,스미싱,명절
189,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://ddns.net/z5i0yt8,스미싱,명절
190,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://tinyurl.com/ees4t5y,스미싱,범칙금
191,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://ddns.net/xshvclq,스미싱,경조사
192,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://short.kr/lzle39e,스미싱,택배
193,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://ddns.net/vpwwpf,스미싱,건강보험
194,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://me2.do/im1ymfs4bq,스미싱,건강보험
195,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://url.kr/zsr2c,스미싱,범칙금
196,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://me2.do/mki764rpf6,스미싱,명절
197,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://ddns.net/3lo2rv,스미싱,범칙금
198,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://naver.me/wzqyx0zfn,스미싱,건강보험
199,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://naver.me/d1q2wf1,스미싱,택배
200,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://short.kr/887ehw67,스미싱,경조사
201,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://url.kr/av6wy7,스미싱,경조사
202,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://t.ly/wmunb5,스미싱,건강보험
203,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://naver.me/ohhjeu,스미싱,범칙금
204,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://short.kr/klne5tie,스미싱,택배
205,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://url.kr/fszu74a,스미싱,범칙금
206,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://t.ly/1ermjwg,스미싱,범칙금
207,[Web발신] [교통위반] 범칙금 고지서 발송 완료. 확인 필수 http://me2.do/osaepw8,스미싱,범칙금
208,[Web발신] 모바일 인증번호가 도착했습니다. 링크 접속 필요 http://tinyurl.com/g7dmvwo,스미싱,기타
209,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://ddns.net/onjf3,스미싱,택배
210,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://me2.do/kwl70p6pta,스미싱,택배
211,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://t.ly/w15tvgqu,스미싱,경조사
212,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://tinyurl.com/52qu9d0,스미싱,명절
213,[Web발신] 청첩장이 도착했습니다. 많은 참석 부탁드립니다. http://naver.me/2dqtc2iy7h,스미싱,경조사
214,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://ddns.net/gfckn1usy5,스미싱,경조사
215,[Web발신] 물품 도착했으나 주소 오류로 반송되었습니다. 재확인 부탁드립니다. http://tinyurl.com/84r7i,스미싱,택배
216,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://bit.ly/6ayzmlu7fn,스미싱,건강보험
217,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://t.ly/hkgtpil37,스미싱,범칙금
218,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://short.kr/fiaral,스미싱,건강보험
219,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://ddns.net/q2vhlo9h,스미싱,택배
220,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://bit.ly/fg45q,스미싱,명절
221,[Web발신] [국민건강보험] 환급금 신청 확인 후 입금 예정입니다. http://t.ly/e3vx850o,스미싱,건강보험
222,[Web발신] 모바일 돌잔치 초대장을 보내드립니다. 확인해주세요. http://orl.kr/fh1bite73u,스미싱,경조사
223,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://naver.me/nwxs8a,스미싱,택배
224,[Web발신] 등기 도착 안내드립니다. 수령자 확인 필요 http://naver.me/e30ve,스미싱,택배
225,[Web발신] 추석 선물 쿠폰이 도착했습니다. 지금 확인하세요! http://orl.kr/bz5prq18x,스미싱,명절
226,[Web발신] 고객님 택배 배송이 지연 중입니다. 확인 바랍니다. http://short.kr/njvyro,스미싱,택배
227,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://me2.do/lzb1o0ts9,스미싱,범칙금
228,[Web발신] 건강보험료 미납 확인 바랍니다. 추가 정보 확인 http://bit.ly/t7mujpq,스미싱,건강보험
229,[Web발신] 새해 선물 발송 안내드립니다. 주소 확인 바랍니다. http://tinyurl.com/6anta,스미싱,명절
230,[Web발신] 과태료 미납 내역 발생. 자세한 정보 확인 바랍니다. http://me2.do/ep2yj,스미싱,범칙금
